mcc,mnc,mnc3,organization_name,tadig,name,alpha3
293,40,40,"A1 Slovenija, d.d.",SVNSM,Slovenia,SVN
232,01,01,A1 Telekom Austria AG,AUTMK,Austria,AUT
232,01,01,A1 Telekom Austria AG,AUTON,Austria,AUT
232,01,01,A1 Telekom Austria AG,AUTPT,Austria,AUT
901,45,45,Advanced Wireless Network Company Limited,THAWN,Thailand,THA
520,03,03,Advanced Wireless Network Company Limited,THAWN,Thailand,THA
520,01,01,Advanced Wireless Network Company Limited,THAWN,Thailand,THA
310,88,880,Advantage Cellular Systems Inc,USAAC,United States of America,USA
901,14,14,AeroMobile AS,NORAM,Norway,NOR
412,01,01,Afghan Wireless Communication Company,AFGAW,Afghanistan,AFG
607,02,02,Africell (Gambia) Limited,GMBAC,Gambia,GMB
630,90,90,Africell RDC sprl,CODAC,Congo (Democratic Republic of the),COD
641,14,14,Africell Uganda Limited,UGAOR,Uganda,UGA
405,81,812,Aircel Limited,IND01,India,IND
405,81,812,Aircel Limited,IND02,India,IND
405,81,812,Aircel Limited,IND03,India,IND
405,81,812,Aircel Limited,IND04,India,IND
405,81,812,Aircel Limited,IND05,India,IND
405,81,812,Aircel Limited,IND06,India,IND
405,81,812,Aircel Limited,IND08,India,IND
405,81,812,Aircel Limited,IND09,India,IND
405,81,812,Aircel Limited,IND17,India,IND
405,81,812,Aircel Limited,IND18,India,IND
405,81,812,Aircel Limited,IND19,India,IND
405,81,812,Aircel Limited,IND20,India,IND
405,81,812,Aircel Limited,IND21,India,IND
405,81,812,Aircel Limited,IND22,India,IND
405,81,812,Aircel Limited,IND23,India,IND
405,81,812,Aircel Limited,IND24,India,IND
405,81,812,Aircel Limited,IND25,India,IND
405,81,812,Aircel Limited,IND26,India,IND
405,81,812,Aircel Limited,IND27,India,IND
405,81,812,Aircel Limited,IND28,India,IND
405,81,812,Aircel Limited,IND29,India,IND
405,81,812,Aircel Limited,INDAC,India,IND
405,81,812,Aircel Limited,INDRC,India,IND
405,81,811,Aircel Limited,IND01,India,IND
405,81,811,Aircel Limited,IND02,India,IND
405,81,811,Aircel Limited,IND03,India,IND
405,81,811,Aircel Limited,IND04,India,IND
405,81,811,Aircel Limited,IND05,India,IND
405,81,811,Aircel Limited,IND06,India,IND
405,81,811,Aircel Limited,IND08,India,IND
405,81,811,Aircel Limited,IND09,India,IND
405,81,811,Aircel Limited,IND17,India,IND
405,81,811,Aircel Limited,IND18,India,IND
405,81,811,Aircel Limited,IND19,India,IND
405,81,811,Aircel Limited,IND20,India,IND
405,81,811,Aircel Limited,IND21,India,IND
405,81,811,Aircel Limited,IND22,India,IND
405,81,811,Aircel Limited,IND23,India,IND
405,81,811,Aircel Limited,IND24,India,IND
405,81,811,Aircel Limited,IND25,India,IND
405,81,811,Aircel Limited,IND26,India,IND
405,81,811,Aircel Limited,IND27,India,IND
405,81,811,Aircel Limited,IND28,India,IND
405,81,811,Aircel Limited,IND29,India,IND
405,81,811,Aircel Limited,INDAC,India,IND
405,81,811,Aircel Limited,INDRC,India,IND
405,81,810,Aircel Limited,IND01,India,IND
405,81,810,Aircel Limited,IND02,India,IND
405,81,810,Aircel Limited,IND03,India,IND
405,81,810,Aircel Limited,IND04,India,IND
405,81,810,Aircel Limited,IND05,India,IND
405,81,810,Aircel Limited,IND06,India,IND
405,81,810,Aircel Limited,IND08,India,IND
405,81,810,Aircel Limited,IND09,India,IND
405,81,810,Aircel Limited,IND17,India,IND
405,81,810,Aircel Limited,IND18,India,IND
405,81,810,Aircel Limited,IND19,India,IND
405,81,810,Aircel Limited,IND20,India,IND
405,81,810,Aircel Limited,IND21,India,IND
405,81,810,Aircel Limited,IND22,India,IND
405,81,810,Aircel Limited,IND23,India,IND
405,81,810,Aircel Limited,IND24,India,IND
405,81,810,Aircel Limited,IND25,India,IND
405,81,810,Aircel Limited,IND26,India,IND
405,81,810,Aircel Limited,IND27,India,IND
405,81,810,Aircel Limited,IND28,India,IND
405,81,810,Aircel Limited,IND29,India,IND
405,81,810,Aircel Limited,INDAC,India,IND
405,81,810,Aircel Limited,INDRC,India,IND
405,80,809,Aircel Limited,IND01,India,IND
405,80,809,Aircel Limited,IND02,India,IND
405,80,809,Aircel Limited,IND03,India,IND
405,80,809,Aircel Limited,IND04,India,IND
405,80,809,Aircel Limited,IND05,India,IND
405,80,809,Aircel Limited,IND06,India,IND
405,80,809,Aircel Limited,IND08,India,IND
405,80,809,Aircel Limited,IND09,India,IND
405,80,809,Aircel Limited,IND17,India,IND
405,80,809,Aircel Limited,IND18,India,IND
405,80,809,Aircel Limited,IND19,India,IND
405,80,809,Aircel Limited,IND20,India,IND
405,80,809,Aircel Limited,IND21,India,IND
405,80,809,Aircel Limited,IND22,India,IND
405,80,809,Aircel Limited,IND23,India,IND
405,80,809,Aircel Limited,IND24,India,IND
405,80,809,Aircel Limited,IND25,India,IND
405,80,809,Aircel Limited,IND26,India,IND
405,80,809,Aircel Limited,IND27,India,IND
405,80,809,Aircel Limited,IND28,India,IND
405,80,809,Aircel Limited,IND29,India,IND
405,80,809,Aircel Limited,INDAC,India,IND
405,80,809,Aircel Limited,INDRC,India,IND
405,80,808,Aircel Limited,IND01,India,IND
405,80,808,Aircel Limited,IND02,India,IND
405,80,808,Aircel Limited,IND03,India,IND
405,80,808,Aircel Limited,IND04,India,IND
405,80,808,Aircel Limited,IND05,India,IND
405,80,808,Aircel Limited,IND06,India,IND
405,80,808,Aircel Limited,IND08,India,IND
405,80,808,Aircel Limited,IND09,India,IND
405,80,808,Aircel Limited,IND17,India,IND
405,80,808,Aircel Limited,IND18,India,IND
405,80,808,Aircel Limited,IND19,India,IND
405,80,808,Aircel Limited,IND20,India,IND
405,80,808,Aircel Limited,IND21,India,IND
405,80,808,Aircel Limited,IND22,India,IND
405,80,808,Aircel Limited,IND23,India,IND
405,80,808,Aircel Limited,IND24,India,IND
405,80,808,Aircel Limited,IND25,India,IND
405,80,808,Aircel Limited,IND26,India,IND
405,80,808,Aircel Limited,IND27,India,IND
405,80,808,Aircel Limited,IND28,India,IND
405,80,808,Aircel Limited,IND29,India,IND
405,80,808,Aircel Limited,INDAC,India,IND
405,80,808,Aircel Limited,INDRC,India,IND
405,80,807,Aircel Limited,IND01,India,IND
405,80,807,Aircel Limited,IND02,India,IND
405,80,807,Aircel Limited,IND03,India,IND
405,80,807,Aircel Limited,IND04,India,IND
405,80,807,Aircel Limited,IND05,India,IND
405,80,807,Aircel Limited,IND06,India,IND
405,80,807,Aircel Limited,IND08,India,IND
405,80,807,Aircel Limited,IND09,India,IND
405,80,807,Aircel Limited,IND17,India,IND
405,80,807,Aircel Limited,IND18,India,IND
405,80,807,Aircel Limited,IND19,India,IND
405,80,807,Aircel Limited,IND20,India,IND
405,80,807,Aircel Limited,IND21,India,IND
405,80,807,Aircel Limited,IND22,India,IND
405,80,807,Aircel Limited,IND23,India,IND
405,80,807,Aircel Limited,IND24,India,IND
405,80,807,Aircel Limited,IND25,India,IND
405,80,807,Aircel Limited,IND26,India,IND
405,80,807,Aircel Limited,IND27,India,IND
405,80,807,Aircel Limited,IND28,India,IND
405,80,807,Aircel Limited,IND29,India,IND
405,80,807,Aircel Limited,INDAC,India,IND
405,80,807,Aircel Limited,INDRC,India,IND
405,80,806,Aircel Limited,IND01,India,IND
405,80,806,Aircel Limited,IND02,India,IND
405,80,806,Aircel Limited,IND03,India,IND
405,80,806,Aircel Limited,IND04,India,IND
405,80,806,Aircel Limited,IND05,India,IND
405,80,806,Aircel Limited,IND06,India,IND
405,80,806,Aircel Limited,IND08,India,IND
405,80,806,Aircel Limited,IND09,India,IND
405,80,806,Aircel Limited,IND17,India,IND
405,80,806,Aircel Limited,IND18,India,IND
405,80,806,Aircel Limited,IND19,India,IND
405,80,806,Aircel Limited,IND20,India,IND
405,80,806,Aircel Limited,IND21,India,IND
405,80,806,Aircel Limited,IND22,India,IND
405,80,806,Aircel Limited,IND23,India,IND
405,80,806,Aircel Limited,IND24,India,IND
405,80,806,Aircel Limited,IND25,India,IND
405,80,806,Aircel Limited,IND26,India,IND
405,80,806,Aircel Limited,IND27,India,IND
405,80,806,Aircel Limited,IND28,India,IND
405,80,806,Aircel Limited,IND29,India,IND
405,80,806,Aircel Limited,INDAC,India,IND
405,80,806,Aircel Limited,INDRC,India,IND
405,80,805,Aircel Limited,IND01,India,IND
405,80,805,Aircel Limited,IND02,India,IND
405,80,805,Aircel Limited,IND03,India,IND
405,80,805,Aircel Limited,IND04,India,IND
405,80,805,Aircel Limited,IND05,India,IND
405,80,805,Aircel Limited,IND06,India,IND
405,80,805,Aircel Limited,IND08,India,IND
405,80,805,Aircel Limited,IND09,India,IND
405,80,805,Aircel Limited,IND17,India,IND
405,80,805,Aircel Limited,IND18,India,IND
405,80,805,Aircel Limited,IND19,India,IND
405,80,805,Aircel Limited,IND20,India,IND
405,80,805,Aircel Limited,IND21,India,IND
405,80,805,Aircel Limited,IND22,India,IND
405,80,805,Aircel Limited,IND23,India,IND
405,80,805,Aircel Limited,IND24,India,IND
405,80,805,Aircel Limited,IND25,India,IND
405,80,805,Aircel Limited,IND26,India,IND
405,80,805,Aircel Limited,IND27,India,IND
405,80,805,Aircel Limited,IND28,India,IND
405,80,805,Aircel Limited,IND29,India,IND
405,80,805,Aircel Limited,INDAC,India,IND
405,80,805,Aircel Limited,INDRC,India,IND
405,80,804,Aircel Limited,IND01,India,IND
405,80,804,Aircel Limited,IND02,India,IND
405,80,804,Aircel Limited,IND03,India,IND
405,80,804,Aircel Limited,IND04,India,IND
405,80,804,Aircel Limited,IND05,India,IND
405,80,804,Aircel Limited,IND06,India,IND
405,80,804,Aircel Limited,IND08,India,IND
405,80,804,Aircel Limited,IND09,India,IND
405,80,804,Aircel Limited,IND17,India,IND
405,80,804,Aircel Limited,IND18,India,IND
405,80,804,Aircel Limited,IND19,India,IND
405,80,804,Aircel Limited,IND20,India,IND
405,80,804,Aircel Limited,IND21,India,IND
405,80,804,Aircel Limited,IND22,India,IND
405,80,804,Aircel Limited,IND23,India,IND
405,80,804,Aircel Limited,IND24,India,IND
405,80,804,Aircel Limited,IND25,India,IND
405,80,804,Aircel Limited,IND26,India,IND
405,80,804,Aircel Limited,IND27,India,IND
405,80,804,Aircel Limited,IND28,India,IND
405,80,804,Aircel Limited,IND29,India,IND
405,80,804,Aircel Limited,INDAC,India,IND
405,80,804,Aircel Limited,INDRC,India,IND
405,80,803,Aircel Limited,IND01,India,IND
405,80,803,Aircel Limited,IND02,India,IND
405,80,803,Aircel Limited,IND03,India,IND
405,80,803,Aircel Limited,IND04,India,IND
405,80,803,Aircel Limited,IND05,India,IND
405,80,803,Aircel Limited,IND06,India,IND
405,80,803,Aircel Limited,IND08,India,IND
405,80,803,Aircel Limited,IND09,India,IND
405,80,803,Aircel Limited,IND17,India,IND
405,80,803,Aircel Limited,IND18,India,IND
405,80,803,Aircel Limited,IND19,India,IND
405,80,803,Aircel Limited,IND20,India,IND
405,80,803,Aircel Limited,IND21,India,IND
405,80,803,Aircel Limited,IND22,India,IND
405,80,803,Aircel Limited,IND23,India,IND
405,80,803,Aircel Limited,IND24,India,IND
405,80,803,Aircel Limited,IND25,India,IND
405,80,803,Aircel Limited,IND26,India,IND
405,80,803,Aircel Limited,IND27,India,IND
405,80,803,Aircel Limited,IND28,India,IND
405,80,803,Aircel Limited,IND29,India,IND
405,80,803,Aircel Limited,INDAC,India,IND
405,80,803,Aircel Limited,INDRC,India,IND
405,80,802,Aircel Limited,IND01,India,IND
405,80,802,Aircel Limited,IND02,India,IND
405,80,802,Aircel Limited,IND03,India,IND
405,80,802,Aircel Limited,IND04,India,IND
405,80,802,Aircel Limited,IND05,India,IND
405,80,802,Aircel Limited,IND06,India,IND
405,80,802,Aircel Limited,IND08,India,IND
405,80,802,Aircel Limited,IND09,India,IND
405,80,802,Aircel Limited,IND17,India,IND
405,80,802,Aircel Limited,IND18,India,IND
405,80,802,Aircel Limited,IND19,India,IND
405,80,802,Aircel Limited,IND20,India,IND
405,80,802,Aircel Limited,IND21,India,IND
405,80,802,Aircel Limited,IND22,India,IND
405,80,802,Aircel Limited,IND23,India,IND
405,80,802,Aircel Limited,IND24,India,IND
405,80,802,Aircel Limited,IND25,India,IND
405,80,802,Aircel Limited,IND26,India,IND
405,80,802,Aircel Limited,IND27,India,IND
405,80,802,Aircel Limited,IND28,India,IND
405,80,802,Aircel Limited,IND29,India,IND
405,80,802,Aircel Limited,INDAC,India,IND
405,80,802,Aircel Limited,INDRC,India,IND
405,80,801,Aircel Limited,IND01,India,IND
405,80,801,Aircel Limited,IND02,India,IND
405,80,801,Aircel Limited,IND03,India,IND
405,80,801,Aircel Limited,IND04,India,IND
405,80,801,Aircel Limited,IND05,India,IND
405,80,801,Aircel Limited,IND06,India,IND
405,80,801,Aircel Limited,IND08,India,IND
405,80,801,Aircel Limited,IND09,India,IND
405,80,801,Aircel Limited,IND17,India,IND
405,80,801,Aircel Limited,IND18,India,IND
405,80,801,Aircel Limited,IND19,India,IND
405,80,801,Aircel Limited,IND20,India,IND
405,80,801,Aircel Limited,IND21,India,IND
405,80,801,Aircel Limited,IND22,India,IND
405,80,801,Aircel Limited,IND23,India,IND
405,80,801,Aircel Limited,IND24,India,IND
405,80,801,Aircel Limited,IND25,India,IND
405,80,801,Aircel Limited,IND26,India,IND
405,80,801,Aircel Limited,IND27,India,IND
405,80,801,Aircel Limited,IND28,India,IND
405,80,801,Aircel Limited,IND29,India,IND
405,80,801,Aircel Limited,INDAC,India,IND
405,80,801,Aircel Limited,INDRC,India,IND
405,80,800,Aircel Limited,IND01,India,IND
405,80,800,Aircel Limited,IND02,India,IND
405,80,800,Aircel Limited,IND03,India,IND
405,80,800,Aircel Limited,IND04,India,IND
405,80,800,Aircel Limited,IND05,India,IND
405,80,800,Aircel Limited,IND06,India,IND
405,80,800,Aircel Limited,IND08,India,IND
405,80,800,Aircel Limited,IND09,India,IND
405,80,800,Aircel Limited,IND17,India,IND
405,80,800,Aircel Limited,IND18,India,IND
405,80,800,Aircel Limited,IND19,India,IND
405,80,800,Aircel Limited,IND20,India,IND
405,80,800,Aircel Limited,IND21,India,IND
405,80,800,Aircel Limited,IND22,India,IND
405,80,800,Aircel Limited,IND23,India,IND
405,80,800,Aircel Limited,IND24,India,IND
405,80,800,Aircel Limited,IND25,India,IND
405,80,800,Aircel Limited,IND26,India,IND
405,80,800,Aircel Limited,IND27,India,IND
405,80,800,Aircel Limited,IND28,India,IND
405,80,800,Aircel Limited,IND29,India,IND
405,80,800,Aircel Limited,INDAC,India,IND
405,80,800,Aircel Limited,INDRC,India,IND
404,91,91,Aircel Limited,IND01,India,IND
404,91,91,Aircel Limited,IND02,India,IND
404,91,91,Aircel Limited,IND03,India,IND
404,91,91,Aircel Limited,IND04,India,IND
404,91,91,Aircel Limited,IND05,India,IND
404,91,91,Aircel Limited,IND06,India,IND
404,91,91,Aircel Limited,IND08,India,IND
404,91,91,Aircel Limited,IND09,India,IND
404,91,91,Aircel Limited,IND17,India,IND
404,91,91,Aircel Limited,IND18,India,IND
404,91,91,Aircel Limited,IND19,India,IND
404,91,91,Aircel Limited,IND20,India,IND
404,91,91,Aircel Limited,IND21,India,IND
404,91,91,Aircel Limited,IND22,India,IND
404,91,91,Aircel Limited,IND23,India,IND
404,91,91,Aircel Limited,IND24,India,IND
404,91,91,Aircel Limited,IND25,India,IND
404,91,91,Aircel Limited,IND26,India,IND
404,91,91,Aircel Limited,IND27,India,IND
404,91,91,Aircel Limited,IND28,India,IND
404,91,91,Aircel Limited,IND29,India,IND
404,91,91,Aircel Limited,INDAC,India,IND
404,91,91,Aircel Limited,INDRC,India,IND
404,42,42,Aircel Limited,IND01,India,IND
404,42,42,Aircel Limited,IND02,India,IND
404,42,42,Aircel Limited,IND03,India,IND
404,42,42,Aircel Limited,IND04,India,IND
404,42,42,Aircel Limited,IND05,India,IND
404,42,42,Aircel Limited,IND06,India,IND
404,42,42,Aircel Limited,IND08,India,IND
404,42,42,Aircel Limited,IND09,India,IND
404,42,42,Aircel Limited,IND17,India,IND
404,42,42,Aircel Limited,IND18,India,IND
404,42,42,Aircel Limited,IND19,India,IND
404,42,42,Aircel Limited,IND20,India,IND
404,42,42,Aircel Limited,IND21,India,IND
404,42,42,Aircel Limited,IND22,India,IND
404,42,42,Aircel Limited,IND23,India,IND
404,42,42,Aircel Limited,IND24,India,IND
404,42,42,Aircel Limited,IND25,India,IND
404,42,42,Aircel Limited,IND26,India,IND
404,42,42,Aircel Limited,IND27,India,IND
404,42,42,Aircel Limited,IND28,India,IND
404,42,42,Aircel Limited,IND29,India,IND
404,42,42,Aircel Limited,INDAC,India,IND
404,42,42,Aircel Limited,INDRC,India,IND
404,41,41,Aircel Limited,IND01,India,IND
404,41,41,Aircel Limited,IND02,India,IND
404,41,41,Aircel Limited,IND03,India,IND
404,41,41,Aircel Limited,IND04,India,IND
404,41,41,Aircel Limited,IND05,India,IND
404,41,41,Aircel Limited,IND06,India,IND
404,41,41,Aircel Limited,IND08,India,IND
404,41,41,Aircel Limited,IND09,India,IND
404,41,41,Aircel Limited,IND17,India,IND
404,41,41,Aircel Limited,IND18,India,IND
404,41,41,Aircel Limited,IND19,India,IND
404,41,41,Aircel Limited,IND20,India,IND
404,41,41,Aircel Limited,IND21,India,IND
404,41,41,Aircel Limited,IND22,India,IND
404,41,41,Aircel Limited,IND23,India,IND
404,41,41,Aircel Limited,IND24,India,IND
404,41,41,Aircel Limited,IND25,India,IND
404,41,41,Aircel Limited,IND26,India,IND
404,41,41,Aircel Limited,IND27,India,IND
404,41,41,Aircel Limited,IND28,India,IND
404,41,41,Aircel Limited,IND29,India,IND
404,41,41,Aircel Limited,INDAC,India,IND
404,41,41,Aircel Limited,INDRC,India,IND
404,37,37,Aircel Limited,IND01,India,IND
404,37,37,Aircel Limited,IND02,India,IND
404,37,37,Aircel Limited,IND03,India,IND
404,37,37,Aircel Limited,IND04,India,IND
404,37,37,Aircel Limited,IND05,India,IND
404,37,37,Aircel Limited,IND06,India,IND
404,37,37,Aircel Limited,IND08,India,IND
404,37,37,Aircel Limited,IND09,India,IND
404,37,37,Aircel Limited,IND17,India,IND
404,37,37,Aircel Limited,IND18,India,IND
404,37,37,Aircel Limited,IND19,India,IND
404,37,37,Aircel Limited,IND20,India,IND
404,37,37,Aircel Limited,IND21,India,IND
404,37,37,Aircel Limited,IND22,India,IND
404,37,37,Aircel Limited,IND23,India,IND
404,37,37,Aircel Limited,IND24,India,IND
404,37,37,Aircel Limited,IND25,India,IND
404,37,37,Aircel Limited,IND26,India,IND
404,37,37,Aircel Limited,IND27,India,IND
404,37,37,Aircel Limited,IND28,India,IND
404,37,37,Aircel Limited,IND29,India,IND
404,37,37,Aircel Limited,INDAC,India,IND
404,37,37,Aircel Limited,INDRC,India,IND
404,35,35,Aircel Limited,IND01,India,IND
404,35,35,Aircel Limited,IND02,India,IND
404,35,35,Aircel Limited,IND03,India,IND
404,35,35,Aircel Limited,IND04,India,IND
404,35,35,Aircel Limited,IND05,India,IND
404,35,35,Aircel Limited,IND06,India,IND
404,35,35,Aircel Limited,IND08,India,IND
404,35,35,Aircel Limited,IND09,India,IND
404,35,35,Aircel Limited,IND17,India,IND
404,35,35,Aircel Limited,IND18,India,IND
404,35,35,Aircel Limited,IND19,India,IND
404,35,35,Aircel Limited,IND20,India,IND
404,35,35,Aircel Limited,IND21,India,IND
404,35,35,Aircel Limited,IND22,India,IND
404,35,35,Aircel Limited,IND23,India,IND
404,35,35,Aircel Limited,IND24,India,IND
404,35,35,Aircel Limited,IND25,India,IND
404,35,35,Aircel Limited,IND26,India,IND
404,35,35,Aircel Limited,IND27,India,IND
404,35,35,Aircel Limited,IND28,India,IND
404,35,35,Aircel Limited,IND29,India,IND
404,35,35,Aircel Limited,INDAC,India,IND
404,35,35,Aircel Limited,INDRC,India,IND
404,33,33,Aircel Limited,IND01,India,IND
404,33,33,Aircel Limited,IND02,India,IND
404,33,33,Aircel Limited,IND03,India,IND
404,33,33,Aircel Limited,IND04,India,IND
404,33,33,Aircel Limited,IND05,India,IND
404,33,33,Aircel Limited,IND06,India,IND
404,33,33,Aircel Limited,IND08,India,IND
404,33,33,Aircel Limited,IND09,India,IND
404,33,33,Aircel Limited,IND17,India,IND
404,33,33,Aircel Limited,IND18,India,IND
404,33,33,Aircel Limited,IND19,India,IND
404,33,33,Aircel Limited,IND20,India,IND
404,33,33,Aircel Limited,IND21,India,IND
404,33,33,Aircel Limited,IND22,India,IND
404,33,33,Aircel Limited,IND23,India,IND
404,33,33,Aircel Limited,IND24,India,IND
404,33,33,Aircel Limited,IND25,India,IND
404,33,33,Aircel Limited,IND26,India,IND
404,33,33,Aircel Limited,IND27,India,IND
404,33,33,Aircel Limited,IND28,India,IND
404,33,33,Aircel Limited,IND29,India,IND
404,33,33,Aircel Limited,INDAC,India,IND
404,33,33,Aircel Limited,INDRC,India,IND
404,29,29,Aircel Limited,IND01,India,IND
404,29,29,Aircel Limited,IND02,India,IND
404,29,29,Aircel Limited,IND03,India,IND
404,29,29,Aircel Limited,IND04,India,IND
404,29,29,Aircel Limited,IND05,India,IND
404,29,29,Aircel Limited,IND06,India,IND
404,29,29,Aircel Limited,IND08,India,IND
404,29,29,Aircel Limited,IND09,India,IND
404,29,29,Aircel Limited,IND17,India,IND
404,29,29,Aircel Limited,IND18,India,IND
404,29,29,Aircel Limited,IND19,India,IND
404,29,29,Aircel Limited,IND20,India,IND
404,29,29,Aircel Limited,IND21,India,IND
404,29,29,Aircel Limited,IND22,India,IND
404,29,29,Aircel Limited,IND23,India,IND
404,29,29,Aircel Limited,IND24,India,IND
404,29,29,Aircel Limited,IND25,India,IND
404,29,29,Aircel Limited,IND26,India,IND
404,29,29,Aircel Limited,IND27,India,IND
404,29,29,Aircel Limited,IND28,India,IND
404,29,29,Aircel Limited,IND29,India,IND
404,29,29,Aircel Limited,INDAC,India,IND
404,29,29,Aircel Limited,INDRC,India,IND
404,28,28,Aircel Limited,IND01,India,IND
404,28,28,Aircel Limited,IND02,India,IND
404,28,28,Aircel Limited,IND03,India,IND
404,28,28,Aircel Limited,IND04,India,IND
404,28,28,Aircel Limited,IND05,India,IND
404,28,28,Aircel Limited,IND06,India,IND
404,28,28,Aircel Limited,IND08,India,IND
404,28,28,Aircel Limited,IND09,India,IND
404,28,28,Aircel Limited,IND17,India,IND
404,28,28,Aircel Limited,IND18,India,IND
404,28,28,Aircel Limited,IND19,India,IND
404,28,28,Aircel Limited,IND20,India,IND
404,28,28,Aircel Limited,IND21,India,IND
404,28,28,Aircel Limited,IND22,India,IND
404,28,28,Aircel Limited,IND23,India,IND
404,28,28,Aircel Limited,IND24,India,IND
404,28,28,Aircel Limited,IND25,India,IND
404,28,28,Aircel Limited,IND26,India,IND
404,28,28,Aircel Limited,IND27,India,IND
404,28,28,Aircel Limited,IND28,India,IND
404,28,28,Aircel Limited,IND29,India,IND
404,28,28,Aircel Limited,INDAC,India,IND
404,28,28,Aircel Limited,INDRC,India,IND
404,25,25,Aircel Limited,IND01,India,IND
404,25,25,Aircel Limited,IND02,India,IND
404,25,25,Aircel Limited,IND03,India,IND
404,25,25,Aircel Limited,IND04,India,IND
404,25,25,Aircel Limited,IND05,India,IND
404,25,25,Aircel Limited,IND06,India,IND
404,25,25,Aircel Limited,IND08,India,IND
404,25,25,Aircel Limited,IND09,India,IND
404,25,25,Aircel Limited,IND17,India,IND
404,25,25,Aircel Limited,IND18,India,IND
404,25,25,Aircel Limited,IND19,India,IND
404,25,25,Aircel Limited,IND20,India,IND
404,25,25,Aircel Limited,IND21,India,IND
404,25,25,Aircel Limited,IND22,India,IND
404,25,25,Aircel Limited,IND23,India,IND
404,25,25,Aircel Limited,IND24,India,IND
404,25,25,Aircel Limited,IND25,India,IND
404,25,25,Aircel Limited,IND26,India,IND
404,25,25,Aircel Limited,IND27,India,IND
404,25,25,Aircel Limited,IND28,India,IND
404,25,25,Aircel Limited,IND29,India,IND
404,25,25,Aircel Limited,INDAC,India,IND
404,25,25,Aircel Limited,INDRC,India,IND
404,17,17,Aircel Limited,IND01,India,IND
404,17,17,Aircel Limited,IND02,India,IND
404,17,17,Aircel Limited,IND03,India,IND
404,17,17,Aircel Limited,IND04,India,IND
404,17,17,Aircel Limited,IND05,India,IND
404,17,17,Aircel Limited,IND06,India,IND
404,17,17,Aircel Limited,IND08,India,IND
404,17,17,Aircel Limited,IND09,India,IND
404,17,17,Aircel Limited,IND17,India,IND
404,17,17,Aircel Limited,IND18,India,IND
404,17,17,Aircel Limited,IND19,India,IND
404,17,17,Aircel Limited,IND20,India,IND
404,17,17,Aircel Limited,IND21,India,IND
404,17,17,Aircel Limited,IND22,India,IND
404,17,17,Aircel Limited,IND23,India,IND
404,17,17,Aircel Limited,IND24,India,IND
404,17,17,Aircel Limited,IND25,India,IND
404,17,17,Aircel Limited,IND26,India,IND
404,17,17,Aircel Limited,IND27,India,IND
404,17,17,Aircel Limited,IND28,India,IND
404,17,17,Aircel Limited,IND29,India,IND
404,17,17,Aircel Limited,INDAC,India,IND
404,17,17,Aircel Limited,INDRC,India,IND
633,10,10,Airtel (Seychelles) Limited,SYCAT,Seychelles,SYC
619,01,01,Airtel (SL) Limited,SLECT,Sierra Leone,SLE
630,02,02,AIRTEL CONGO RDC SA,CODCT,Congo (Democratic Republic of the),COD
629,01,01,Airtel Congo SA,COGCT,Congo,COG
620,06,06,Airtel Ghana Limited,GHAZN,Ghana,GHA
646,01,01,Airtel Madagascar SA,MDGCO,Madagascar,MDG
650,10,10,Airtel Malawi Limited,MWICT,Malawi,MWI
639,03,03,Airtel Networks Kenya Limited,KENEC,Kenya,KEN
639,03,03,Airtel Networks Kenya Limited,KENKC,Kenya,KEN
621,20,20,Airtel Networks Limited,NGAET,Nigeria,NGA
645,01,01,Airtel Networks Zambia Plc.,ZMBCE,Zambia,ZMB
640,05,05,Airtel Tanzania Limited,TZACT,"Tanzania, United Republic of",TZA
622,01,01,Airtel Tchad,TCDCT,Chad,TCD
641,22,22,Airtel Uganda Limited,UGACE,Uganda,UGA
641,22,22,Airtel Uganda Limited,UGAWT,Uganda,UGA
641,01,01,Airtel Uganda Limited,UGACE,Uganda,UGA
641,01,01,Airtel Uganda Limited,UGAWT,Uganda,UGA
606,01,01,Al Madar Al Jadeed,LBY01,Libya,LBY
244,14,14,Ålands Telekommunikation Ab,FINAM,Finland,FIN
276,03,03,ALBtelecom sh.a.,ALBEM,Albania,ALB
724,34,34,Algar Telecom S.A.,BRAC3,Brazil,BRA
724,34,34,Algar Telecom S.A.,BRAC4,Brazil,BRA
724,34,34,Algar Telecom S.A.,BRACT,Brazil,BRA
724,33,33,Algar Telecom S.A.,BRAC3,Brazil,BRA
724,33,33,Algar Telecom S.A.,BRAC4,Brazil,BRA
724,33,33,Algar Telecom S.A.,BRACT,Brazil,BRA
724,32,32,Algar Telecom S.A.,BRAC3,Brazil,BRA
724,32,32,Algar Telecom S.A.,BRAC4,Brazil,BRA
724,32,32,Algar Telecom S.A.,BRACT,Brazil,BRA
502,15,156,ALTEL Communications Sdn Bhd,MYSAL,Malaysia,MYS
370,01,01,"Altice Hispaniola, S.A.",DOM01,Dominican Republic,DOM
438,02,02,Altyn-Asyr Close Joint-Stock Company,TKM02,Turkmenistan,TKM
438,02,02,Altyn-Asyr Close Joint-Stock Company,TKMAA,Turkmenistan,TKM
748,10,10,AM Wireless Uruguay S.A.,URYAM,Uruguay,URY
716,10,10,"América Móvil Perú, S.A.C.",PERTM,Peru,PER
544,11,110,"American Samoa License, Incorporated",ASMAS,American Samoa,ASM
722,31,310,AMX Argentina S.A.,ARGCM,Argentina,ARG
